Compounds ID,Calc. MW,Name,Total Distance
222,466.23616,4-[3-[4-(Diphenylmethyl)-1-piperazinyl]-2-hydroxypropoxy]-1H-indole-2-carbonitrile,11.503506750126482
61,443.17586,C20 H36 Cl3 N O3,11.617973717210285
67,446.09892,C18 H33 Br Cl2 O3,11.86230824418333
138,467.22026,C22 H39 Cl2 N O5,11.701256408140297
171,306.88170,306.88170,11.1220491717585
50,384.18337,1-(2-(4-Morpholinyl)ethyl)-3-(1-naphthoyl) indole,11.508541162087592
2047,233.98218,C9 H3 N2 O4 P,9.482872999449318
492,309.88191,C H2 Cl N4 O7 P3,11.746589079276632
102,308.88076,C H3 Cl N5 O4 P3 S,11.775846116015378
66,489.12313,C22 H32 Cl N O3 S3,11.56595779954077
79,453.14639,C16 H32 N5 O2 P S3,11.566600658523061
944,394.77955,C4 H Br N O8 P3 S,10.218366653001008
459,304.88255,C2 H7 Br N5 P3 S,10.76527481203198
3257,393.77955,393.77955,10.92536504574457
812,397.78015,397.78015,10.471326224170221
6,266.15504,Dodecyl sulfate,11.944551608134566
16,233.98208,C9 H3 N2 O4 P,11.731489886735673
41,443.17598,C20 H36 Cl3 N O3,11.485495149582555
128,332.21171,C18 H33 Cl O3,11.129902919498647
1363,304.88258,C2 H7 Br N5 P3 S,10.313013350974636
414,309.88173,309.88173,11.072386829329313
1232,445.17290,Tetrahydrofolic acid,11.662886714504552
846,298.91838,C3 H6 Cl N O9 S2,11.253505613913774
316,305.88161,305.88161,11.806860592910466
1499,394.78023,C4 H Br N O8 P3 S,10.485031505186404
40,489.12308,C22 H32 Cl N O3 S3,11.567928787338317
99,453.14622,C22 H31 N O3 S3,11.570789702749535
125,471.15697,C22 H31 Cl N O6 P,11.760825222980285
2342,233.98232,Protocatechuic acid 3-O-sulfate,11.891755599249429
216,250.98502,C5 H5 N3 O7 S,10.61410739042734
3327,289.95335,C3 H3 Cl N4 O10,8.26930642257747
741,307.88326,307.88326,10.284007430044772
1986,399.78001,399.78001,10.994400293758979
436,307.88349,C4 H5 Br O9 S,9.306826579904461
432,222.85903,222.85903,11.703009245506522
59,284.27134,Stearic Acid,11.06746392559481
89,430.13035,C16 H24 Cl N6 O4 P,11.96104842595845
149,394.15362,4-Hydroxymethyl Ambrisentan,11.96104842595845
288,289.95318,C2 H3 N4 O11 P,7.849743924620868
695,306.88139,C3 H2 Br N O11,10.508943432927548
1827,396.77907,396.77907,10.546339000148617
103,220.86206,220.86206,11.551256335783545
1119,469.21729,C20 H39 N O7 S2,11.629263830254677
1590,331.92842,C3 H6 Br N6 O6 P,11.731135891010423
872,298.91853,C3 H6 Cl N O9 S2,11.208466994647804
7001,397.77803,397.77803,11.469373172305893
75,411.23063,C20 H39 Cl2 N O3,11.881795170106171
8262,396.78042,396.78042,11.065269760100747
229,292.99589,C9 H4 N5 O5 P,10.626839193399126
495,295.91662,C H N2 O14 P,10.104901156876066
4262,372.87602,C6 H5 Br N3 O7 P S,10.948050131106834
56,328.24009,Docosahexaenoic Acid,11.040134456546001
553,292.99592,C7 H7 N3 O8 S,10.8491578622096
1066,213.89848,C5 H Cl3 O3,11.950562720313254
310,309.88176,C H2 Cl N4 O7 P3,10.806009148909045
243,307.88326,C2 H8 Br N4 O P3 S,11.475145081777425
104,370.20379,C18 H36 Cl2 O3,11.87662888263947
3013,375.87663,375.87663,11.086059268299078
336,305.88179,305.88179,11.107775911818404
760,306.88148,C6 H5 Br N3 O P3,11.532464885441028
24,312.17581,C17 H28 O3 S,11.981589682199784
875,286.95113,C3 H N3 O13,7.272250813927044
508,441.72918,441.72918,10.933393025111213
